risk_id,risk_title,risk_description,department,risk_category,asset_type,risk_owner,likelihood,impact,asset_criticality,data_sensitivity,vulnerability_count,critical_vulnerability_count,past_incident_count,policy_violation_count,audit_finding_count,third_party_dependency,number_of_controls,control_effectiveness,control_test_pass_rate,days_since_control_test,open_control_deficiencies,regulatory_relevance,treatment_status,treatment_due_days,risk_accepted,days_open,inherent_risk_score,residual_risk_score,adjusted_risk_score,risk_level,action_status
R03670,Cybersecurity risk affecting vendor service,Potential cybersecurity event may affect the vendor service used by Finance.,Finance,Cybersecurity,Vendor Service,K. Fernando,3,3,3,2,6,3,1,4,1,1,2,0.574,0.785,54,3,None,Planned,-145,0,841,9,3.83,6.18,Medium,Overdue
R03671,Operational risk affecting network infrastructure,Potential operational event may affect the network infrastructure used by Information Technology.,Information Technology,Operational,Network Infrastructure,A. Perera,2,3,4,3,2,1,1,1,1,0,6,0.544,0.457,228,1,SOX,Implemented,-241,0,198,6,2.74,6.15,Medium,Closed
R03672,Cybersecurity risk affecting vendor service,Potential cybersecurity event may affect the vendor service used by Human Resources.,Human Resources,Cybersecurity,Vendor Service,M. Wijesinghe,4,3,2,3,11,2,1,1,1,1,6,0.75,0.801,67,2,None,Implemented,-44,0,46,12,3.0,3.62,Low,Closed
R03673,Business Continuity risk affecting erp system,Potential business continuity event may affect the erp system used by Finance.,Finance,Business Continuity,ERP System,R. Gunawardena,2,4,4,2,29,0,1,2,0,0,5,0.692,0.829,195,2,NIST CSF,Implemented,-254,0,128,8,2.47,4.29,Low,Closed
R03674,Financial risk affecting cloud service,Potential financial event may affect the cloud service used by Sales.,Sales,Financial,Cloud Service,M. Wijesinghe,3,3,4,3,2,0,0,3,1,1,2,0.431,0.37,245,2,Local Privacy Law,Implemented,-243,0,223,9,5.12,5.68,Medium,Closed
R03675,Cybersecurity risk affecting network infrastructure,Potential cybersecurity event may affect the network infrastructure used by Information Technology.,Information Technology,Cybersecurity,Network Infrastructure,K. Fernando,1,4,3,5,7,1,1,0,0,0,7,0.851,0.829,405,0,Local Privacy Law,Not Started,-45,0,638,4,0.59,2.5,Low,Overdue
R03676,Data Privacy risk affecting hr platform,Potential data privacy event may affect the hr platform used by Legal.,Legal,Data Privacy,HR Platform,K. Fernando,3,2,3,4,2,2,1,1,1,0,4,0.66,0.755,6,2,NIST CSF,Not Started,89,0,649,6,2.04,1.98,Low,Open
R03677,Business Continuity risk affecting cloud service,Potential business continuity event may affect the cloud service used by Finance.,Finance,Business Continuity,Cloud Service,K. Fernando,3,3,4,2,5,1,1,2,4,0,5,0.682,0.608,142,2,None,Implemented,-263,0,178,9,2.86,5.98,Medium,Closed
R03678,Business Continuity risk affecting payment system,Potential business continuity event may affect the payment system used by Sales.,Sales,Business Continuity,Payment System,M. Wijesinghe,1,4,4,2,10,1,1,1,2,1,2,0.555,0.593,480,3,None,Risk Accepted,-253,1,262,4,1.78,3.16,Low,Open
R03679,Financial risk affecting cloud service,Potential financial event may affect the cloud service used by Operations.,Operations,Financial,Cloud Service,S. Jayasinghe,5,2,3,3,2,0,3,1,1,0,5,0.836,0.872,138,1,Local Privacy Law,Implemented,-358,0,119,10,1.64,3.71,Low,Closed
R03680,Regulatory Compliance risk affecting payment system,Potential regulatory compliance event may affect the payment system used by Legal.,Legal,Regulatory Compliance,Payment System,M. Wijesinghe,2,2,3,5,5,1,0,0,2,0,1,0.497,0.427,126,4,SOX,Planned,8,0,410,4,2.01,5.44,Low,Open
R03681,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Information Technology.,Information Technology,Access Management,Endpoint Fleet,N. Silva,2,3,5,3,6,1,1,1,4,0,5,0.68,0.692,436,1,None,Planned,123,0,774,6,1.92,4.94,Low,Open
R03682,Business Continuity risk affecting database,Potential business continuity event may affect the database used by Sales.,Sales,Business Continuity,Database,S. Jayasinghe,2,3,3,3,2,0,1,5,3,1,1,0.818,0.786,199,1,GDPR,In Progress,-166,0,828,6,1.09,3.46,Low,Overdue
R03683,Access Management risk affecting vendor service,Potential access management event may affect the vendor service used by Customer Support.,Customer Support,Access Management,Vendor Service,A. Perera,3,3,2,3,8,2,0,1,0,1,1,0.872,0.88,208,2,None,Planned,44,0,449,9,1.15,1.34,Low,Open
R03684,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Sales.,Sales,Operational,HR Platform,D. Senanayake,4,4,4,3,1,1,0,2,3,0,4,0.315,0.286,174,3,Local Privacy Law,Risk Accepted,-46,1,776,16,10.96,12.74,High,Open
R03685,Operational risk affecting payment system,Potential operational event may affect the payment system used by Operations.,Operations,Operational,Payment System,A. Perera,3,5,2,5,3,1,1,1,1,0,5,0.6,0.758,304,3,SOX,In Progress,-142,0,716,15,6.0,6.88,Medium,Overdue
R03686,Operational risk affecting network infrastructure,Potential operational event may affect the network infrastructure used by Human Resources.,Human Resources,Operational,Network Infrastructure,T. Karunaratne,3,1,2,3,2,1,1,2,3,0,3,0.608,0.599,345,1,Local Privacy Law,Implemented,-166,0,734,3,1.18,4.11,Low,Closed
R03687,Access Management risk affecting erp system,Potential access management event may affect the erp system used by Procurement.,Procurement,Access Management,ERP System,K. Fernando,2,3,4,3,8,1,0,3,1,0,5,0.879,0.881,99,2,None,In Progress,38,0,548,6,0.73,1.33,Low,Open
R03688,Access Management risk affecting web application,Potential access management event may affect the web application used by Sales.,Sales,Access Management,Web Application,R. Gunawardena,2,2,2,2,3,0,0,1,3,0,5,0.483,0.619,31,1,SOX,Implemented,-256,0,347,4,2.07,0.47,Low,Closed
R03689,Cybersecurity risk affecting hr platform,Potential cybersecurity event may affect the hr platform used by Customer Support.,Customer Support,Cybersecurity,HR Platform,R. Gunawardena,2,3,5,5,15,2,1,0,2,0,6,0.832,0.916,386,2,ISO 27001,In Progress,-125,0,37,6,1.01,4.23,Low,Overdue
R03690,Business Continuity risk affecting endpoint fleet,Potential business continuity event may affect the endpoint fleet used by Operations.,Operations,Business Continuity,Endpoint Fleet,R. Gunawardena,3,3,4,3,5,1,0,2,1,1,7,0.584,0.582,280,1,None,In Progress,53,0,347,9,3.74,4.11,Low,Open
R03691,Access Management risk affecting payment system,Potential access management event may affect the payment system used by Procurement.,Procurement,Access Management,Payment System,N. Silva,3,5,3,4,14,1,0,1,1,1,5,0.793,0.743,5,0,Local Privacy Law,In Progress,-62,0,460,15,3.1,5.11,Low,Overdue
R03692,Access Management risk affecting database,Potential access management event may affect the database used by Information Technology.,Information Technology,Access Management,Database,A. Perera,3,4,2,3,3,3,1,1,0,0,4,0.668,0.49,313,2,None,Implemented,8,0,858,12,3.98,5.05,Low,Closed
R03693,Cybersecurity risk affecting hr platform,Potential cybersecurity event may affect the hr platform used by Operations.,Operations,Cybersecurity,HR Platform,R. Gunawardena,4,3,5,3,7,0,0,1,1,1,5,0.469,0.404,188,2,Local Privacy Law,Implemented,-16,0,502,12,6.38,8.04,Medium,Closed
R03694,Regulatory Compliance risk affecting erp system,Potential regulatory compliance event may affect the erp system used by Information Technology.,Information Technology,Regulatory Compliance,ERP System,N. Silva,2,4,5,3,2,1,0,2,1,0,5,0.26,0.283,5,3,GDPR,In Progress,176,0,390,8,5.92,9.36,Medium,Open
R03695,Third-Party risk affecting cloud service,Potential third-party event may affect the cloud service used by Information Technology.,Information Technology,Third-Party,Cloud Service,M. Wijesinghe,1,2,2,2,2,0,0,2,1,1,7,0.589,0.618,435,0,NIST CSF,In Progress,-110,0,876,2,0.82,0.86,Low,Overdue
R03696,Third-Party risk affecting endpoint fleet,Potential third-party event may affect the endpoint fleet used by Information Technology.,Information Technology,Third-Party,Endpoint Fleet,K. Fernando,4,2,3,4,2,1,0,2,1,1,3,0.462,0.436,266,3,ISO 27001,In Progress,222,0,375,8,4.31,4.68,Low,Open
R03697,Business Continuity risk affecting endpoint fleet,Potential business continuity event may affect the endpoint fleet used by Information Technology.,Information Technology,Business Continuity,Endpoint Fleet,N. Silva,3,2,2,1,3,2,0,1,2,0,1,0.761,0.655,416,1,None,Not Started,-141,0,895,6,1.44,-0.1,Low,Overdue
R03698,Regulatory Compliance risk affecting database,Potential regulatory compliance event may affect the database used by Finance.,Finance,Regulatory Compliance,Database,A. Perera,2,3,5,3,2,2,1,0,1,1,3,0.733,0.687,410,0,NIST CSF,In Progress,7,0,194,6,1.6,5.54,Medium,Open
R03699,Financial risk affecting hr platform,Potential financial event may affect the hr platform used by Customer Support.,Customer Support,Financial,HR Platform,K. Fernando,3,4,4,4,5,2,0,3,1,0,3,0.534,0.444,222,3,Local Privacy Law,In Progress,38,0,354,12,5.59,9.36,Medium,Open
R03700,Regulatory Compliance risk affecting cloud service,Potential regulatory compliance event may affect the cloud service used by Sales.,Sales,Regulatory Compliance,Cloud Service,S. Jayasinghe,1,4,3,3,3,0,1,0,2,0,1,0.454,0.617,345,3,SOX,In Progress,-84,0,713,4,2.18,3.51,Low,Overdue
R03701,Cybersecurity risk affecting hr platform,Potential cybersecurity event may affect the hr platform used by Operations.,Operations,Cybersecurity,HR Platform,T. Karunaratne,4,1,3,2,8,1,1,0,1,0,5,0.725,0.678,210,1,None,Risk Accepted,-152,1,224,4,1.1,4.08,Low,Open
R03702,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Finance.,Finance,Access Management,Endpoint Fleet,D. Senanayake,3,4,1,3,4,3,1,1,2,0,6,0.794,1.0,437,0,Local Privacy Law,Risk Accepted,-207,1,838,12,2.48,4.38,Low,Open
R03703,Financial risk affecting web application,Potential financial event may affect the web application used by Customer Support.,Customer Support,Financial,Web Application,M. Wijesinghe,4,5,4,3,6,1,3,1,1,0,2,0.669,0.758,255,3,GDPR,Planned,3,0,250,20,6.63,10.65,High,Open
R03704,Cybersecurity risk affecting network infrastructure,Potential cybersecurity event may affect the network infrastructure used by Human Resources.,Human Resources,Cybersecurity,Network Infrastructure,K. Fernando,2,3,3,3,7,2,2,1,1,0,2,0.396,0.433,315,4,SOX,Implemented,-309,0,351,6,3.62,5.77,Medium,Closed
R03705,Cybersecurity risk affecting endpoint fleet,Potential cybersecurity event may affect the endpoint fleet used by Operations.,Operations,Cybersecurity,Endpoint Fleet,M. Wijesinghe,4,3,4,3,12,4,0,1,2,0,5,0.579,0.601,361,2,None,In Progress,6,0,820,12,5.06,8.12,Medium,Open
R03706,Access Management risk affecting cloud service,Potential access management event may affect the cloud service used by Operations.,Operations,Access Management,Cloud Service,K. Fernando,2,4,3,2,3,0,3,3,0,0,2,0.647,0.729,83,2,NIST CSF,Implemented,-155,0,839,8,2.83,3.86,Low,Closed
R03707,Cybersecurity risk affecting hr platform,Potential cybersecurity event may affect the hr platform used by Operations.,Operations,Cybersecurity,HR Platform,T. Karunaratne,5,3,2,2,9,2,0,1,0,0,3,0.789,0.687,92,2,None,Implemented,22,0,653,15,3.16,3.95,Low,Closed
R03708,Access Management risk affecting erp system,Potential access management event may affect the erp system used by Finance.,Finance,Access Management,ERP System,A. Perera,2,2,2,3,18,0,1,2,2,0,6,0.517,0.505,236,2,SOX,Implemented,21,0,375,4,1.93,0.76,Low,Closed
R03709,Cybersecurity risk affecting erp system,Potential cybersecurity event may affect the erp system used by Operations.,Operations,Cybersecurity,ERP System,M. Wijesinghe,5,4,2,4,7,1,2,0,0,0,6,0.614,0.532,382,2,GDPR,Risk Accepted,-285,1,641,20,7.72,9.87,High,Open
R03710,Third-Party risk affecting network infrastructure,Potential third-party event may affect the network infrastructure used by Sales.,Sales,Third-Party,Network Infrastructure,R. Gunawardena,4,3,4,3,3,0,1,1,2,1,5,0.858,0.851,272,3,None,Implemented,-197,0,723,12,1.7,4.32,Low,Closed
R03711,Operational risk affecting endpoint fleet,Potential operational event may affect the endpoint fleet used by Finance.,Finance,Operational,Endpoint Fleet,M. Wijesinghe,1,3,4,3,4,1,2,1,0,0,2,0.455,0.614,372,1,GDPR,Implemented,-211,0,806,3,1.64,3.15,Low,Closed
R03712,Third-Party risk affecting erp system,Potential third-party event may affect the erp system used by Sales.,Sales,Third-Party,ERP System,M. Wijesinghe,3,4,1,2,0,0,0,2,4,1,3,0.55,0.657,215,2,None,In Progress,8,0,371,12,5.4,6.75,Medium,Open
R03713,Cybersecurity risk affecting web application,Potential cybersecurity event may affect the web application used by Human Resources.,Human Resources,Cybersecurity,Web Application,S. Jayasinghe,3,3,2,4,13,0,2,0,2,1,3,0.506,0.386,118,2,GDPR,Planned,28,0,450,9,4.45,6.85,Medium,Open
R03714,Third-Party risk affecting database,Potential third-party event may affect the database used by Procurement.,Procurement,Third-Party,Database,R. Gunawardena,2,3,3,5,8,0,0,3,1,1,3,0.546,0.512,413,3,Local Privacy Law,Planned,31,0,142,6,2.72,5.84,Medium,Open
R03715,Cybersecurity risk affecting hr platform,Potential cybersecurity event may affect the hr platform used by Operations.,Operations,Cybersecurity,HR Platform,R. Gunawardena,4,2,3,4,10,1,1,1,1,1,4,0.864,0.884,242,0,NIST CSF,Risk Accepted,-116,1,450,8,1.09,2.7,Low,Open
R03716,Financial risk affecting database,Potential financial event may affect the database used by Finance.,Finance,Financial,Database,A. Perera,3,4,2,3,7,1,2,0,0,1,6,0.445,0.519,330,4,GDPR,Planned,122,0,519,12,6.66,9.78,High,Open
R03717,Operational risk affecting vendor service,Potential operational event may affect the vendor service used by Legal.,Legal,Operational,Vendor Service,S. Jayasinghe,3,3,3,2,8,0,0,2,3,1,7,0.428,0.326,142,2,None,Implemented,-270,0,212,9,5.14,5.52,Medium,Closed
R03718,Financial risk affecting network infrastructure,Potential financial event may affect the network infrastructure used by Customer Support.,Customer Support,Financial,Network Infrastructure,D. Senanayake,4,2,4,4,2,1,0,2,1,0,2,0.74,0.645,164,2,NIST CSF,Implemented,-97,0,659,8,2.08,2.85,Low,Closed
R03719,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Sales.,Sales,Access Management,Endpoint Fleet,M. Wijesinghe,3,2,2,1,10,1,1,2,1,0,6,0.606,0.535,56,2,None,Risk Accepted,-59,1,341,6,2.37,5.19,Low,Open
R03720,Operational risk affecting web application,Potential operational event may affect the web application used by Operations.,Operations,Operational,Web Application,R. Gunawardena,3,3,2,3,4,1,0,0,1,0,6,0.777,0.754,206,1,None,Implemented,-120,0,853,9,2.01,2.88,Low,Closed
R03721,Cybersecurity risk affecting endpoint fleet,Potential cybersecurity event may affect the endpoint fleet used by Legal.,Legal,Cybersecurity,Endpoint Fleet,M. Wijesinghe,2,3,2,4,6,1,0,1,1,1,2,0.524,0.454,181,2,ISO 27001,Not Started,134,0,553,6,2.86,3.84,Low,Open
R03722,Third-Party risk affecting erp system,Potential third-party event may affect the erp system used by Information Technology.,Information Technology,Third-Party,ERP System,A. Perera,3,2,2,2,22,0,0,0,0,1,4,0.884,0.948,426,0,GDPR,In Progress,143,0,379,6,0.7,3.2,Low,Open
R03723,Regulatory Compliance risk affecting hr platform,Potential regulatory compliance event may affect the hr platform used by Finance.,Finance,Regulatory Compliance,HR Platform,D. Senanayake,3,1,3,4,11,0,0,1,1,0,3,0.421,0.427,207,2,GDPR,Implemented,-71,0,611,3,1.74,1.6,Low,Closed
R03724,Data Privacy risk affecting web application,Potential data privacy event may affect the web application used by Operations.,Operations,Data Privacy,Web Application,R. Gunawardena,4,4,2,3,3,3,0,1,0,1,6,0.803,0.846,67,2,ISO 27001,Not Started,222,0,688,16,3.14,3.17,Low,Open
R03725,Data Privacy risk affecting cloud service,Potential data privacy event may affect the cloud service used by Finance.,Finance,Data Privacy,Cloud Service,R. Gunawardena,4,4,2,1,7,2,2,0,2,0,4,0.294,0.397,118,4,Local Privacy Law,In Progress,-144,0,127,16,11.29,12.97,High,Overdue
R03726,Financial risk affecting hr platform,Potential financial event may affect the hr platform used by Procurement.,Procurement,Financial,HR Platform,R. Gunawardena,2,4,2,3,1,1,2,0,1,0,5,0.501,0.426,207,4,SOX,In Progress,-29,0,461,8,3.99,5.98,Medium,Overdue
R03727,Financial risk affecting vendor service,Potential financial event may affect the vendor service used by Legal.,Legal,Financial,Vendor Service,T. Karunaratne,4,2,2,5,6,1,3,5,1,1,1,0.519,0.522,401,1,NIST CSF,Not Started,-36,0,301,8,3.85,8.35,Medium,Overdue
R03728,Business Continuity risk affecting endpoint fleet,Potential business continuity event may affect the endpoint fleet used by Human Resources.,Human Resources,Business Continuity,Endpoint Fleet,D. Senanayake,2,3,3,4,8,3,0,3,2,0,2,0.784,0.806,320,1,SOX,In Progress,-156,0,607,6,1.3,4.71,Low,Overdue
R03729,Third-Party risk affecting payment system,Potential third-party event may affect the payment system used by Information Technology.,Information Technology,Third-Party,Payment System,S. Jayasinghe,2,4,2,3,2,0,0,4,1,1,4,0.622,0.677,348,0,NIST CSF,Risk Accepted,-190,1,91,8,3.02,4.21,Low,Open
R03730,Third-Party risk affecting cloud service,Potential third-party event may affect the cloud service used by Sales.,Sales,Third-Party,Cloud Service,K. Fernando,1,3,1,2,14,1,0,3,3,1,7,0.568,0.55,199,1,None,Implemented,32,0,397,3,1.3,2.72,Low,Closed
R03731,Cybersecurity risk affecting database,Potential cybersecurity event may affect the database used by Operations.,Operations,Cybersecurity,Database,D. Senanayake,3,3,3,3,10,0,0,0,2,0,2,0.308,0.255,480,4,None,Planned,29,0,367,9,6.23,8.31,Medium,Open
R03732,Financial risk affecting cloud service,Potential financial event may affect the cloud service used by Operations.,Operations,Financial,Cloud Service,T. Karunaratne,5,3,3,3,6,0,1,3,6,0,6,0.716,0.735,165,2,GDPR,Implemented,-132,0,705,15,4.25,5.91,Medium,Closed
R03733,Operational risk affecting vendor service,Potential operational event may affect the vendor service used by Sales.,Sales,Operational,Vendor Service,D. Senanayake,1,2,5,3,3,1,2,2,1,1,4,0.689,0.647,164,1,None,Risk Accepted,-132,1,458,2,0.62,3.83,Low,Open
R03734,Operational risk affecting payment system,Potential operational event may affect the payment system used by Customer Support.,Customer Support,Operational,Payment System,R. Gunawardena,4,4,3,4,1,1,1,0,1,0,2,0.742,0.709,194,2,NIST CSF,Implemented,-337,0,402,16,4.13,3.74,Low,Closed
R03735,Cybersecurity risk affecting erp system,Potential cybersecurity event may affect the erp system used by Customer Support.,Customer Support,Cybersecurity,ERP System,D. Senanayake,3,4,4,3,8,1,1,0,0,0,1,0.496,0.468,190,2,PCI DSS,Not Started,4,0,217,12,6.04,6.75,Medium,Open
R03736,Financial risk affecting network infrastructure,Potential financial event may affect the network infrastructure used by Information Technology.,Information Technology,Financial,Network Infrastructure,N. Silva,4,3,4,4,13,1,0,2,1,0,3,0.607,0.86,116,1,NIST CSF,Implemented,-120,0,228,12,4.71,5.75,Medium,Closed
R03737,Operational risk affecting endpoint fleet,Potential operational event may affect the endpoint fleet used by Procurement.,Procurement,Operational,Endpoint Fleet,D. Senanayake,2,2,5,4,2,0,0,3,3,0,5,0.479,0.495,402,3,NIST CSF,Implemented,-98,0,267,4,2.08,5.09,Low,Closed
R03738,Cybersecurity risk affecting payment system,Potential cybersecurity event may affect the payment system used by Customer Support.,Customer Support,Cybersecurity,Payment System,D. Senanayake,4,3,1,5,8,1,1,5,1,0,1,0.549,0.538,417,1,ISO 27001,Risk Accepted,7,1,501,12,5.41,7.19,Medium,Open
R03739,Operational risk affecting payment system,Potential operational event may affect the payment system used by Information Technology.,Information Technology,Operational,Payment System,R. Gunawardena,3,4,3,4,4,0,0,1,2,0,5,0.688,0.647,91,1,Local Privacy Law,In Progress,144,0,809,12,3.74,4.48,Low,Open
R03740,Regulatory Compliance risk affecting erp system,Potential regulatory compliance event may affect the erp system used by Finance.,Finance,Regulatory Compliance,ERP System,M. Wijesinghe,3,2,3,4,0,0,0,0,1,0,2,0.872,0.868,500,2,NIST CSF,Not Started,-163,0,546,6,0.77,1.86,Low,Overdue
R03741,Third-Party risk affecting payment system,Potential third-party event may affect the payment system used by Procurement.,Procurement,Third-Party,Payment System,K. Fernando,3,4,3,2,6,1,0,1,2,1,7,0.704,0.695,296,0,None,Not Started,190,0,256,12,3.55,3.61,Low,Open
R03742,Business Continuity risk affecting database,Potential business continuity event may affect the database used by Legal.,Legal,Business Continuity,Database,T. Karunaratne,3,4,2,2,6,0,0,1,3,0,5,0.829,0.911,286,2,GDPR,Planned,104,0,419,12,2.05,3.27,Low,Open
R03743,Financial risk affecting web application,Potential financial event may affect the web application used by Customer Support.,Customer Support,Financial,Web Application,M. Wijesinghe,3,2,4,3,3,0,1,0,1,0,6,0.343,0.282,42,3,ISO 27001,In Progress,211,0,610,6,3.94,4.23,Low,Open
R03744,Cybersecurity risk affecting endpoint fleet,Potential cybersecurity event may affect the endpoint fleet used by Sales.,Sales,Cybersecurity,Endpoint Fleet,D. Senanayake,4,3,4,4,5,1,1,0,0,1,6,0.454,0.546,299,3,ISO 27001,Implemented,31,0,724,12,6.56,7.86,Medium,Closed
R03745,Third-Party risk affecting payment system,Potential third-party event may affect the payment system used by Human Resources.,Human Resources,Third-Party,Payment System,N. Silva,5,3,3,5,2,1,0,1,1,1,3,0.728,0.512,49,0,Local Privacy Law,Risk Accepted,-97,1,649,15,4.07,5.34,Low,Open
R03746,Operational risk affecting vendor service,Potential operational event may affect the vendor service used by Sales.,Sales,Operational,Vendor Service,M. Wijesinghe,3,2,3,1,3,1,0,0,1,1,6,0.644,0.676,442,2,None,Implemented,-254,0,258,6,2.13,3.94,Low,Closed
R03747,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Operations.,Operations,Access Management,Endpoint Fleet,A. Perera,3,5,3,4,5,2,1,1,3,0,3,0.916,0.883,262,3,GDPR,Implemented,-219,0,741,15,1.26,5.06,Low,Closed
R03748,Financial risk affecting payment system,Potential financial event may affect the payment system used by Legal.,Legal,Financial,Payment System,N. Silva,2,3,3,4,8,2,1,3,0,0,7,0.736,0.831,352,1,Local Privacy Law,Not Started,127,0,701,6,1.58,4.84,Low,Open
R03749,Third-Party risk affecting hr platform,Potential third-party event may affect the hr platform used by Legal.,Legal,Third-Party,HR Platform,T. Karunaratne,2,2,4,3,4,0,0,1,0,1,7,0.681,0.644,208,2,None,In Progress,-111,0,682,4,1.28,3.31,Low,Overdue
R03750,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Human Resources.,Human Resources,Third-Party,Web Application,K. Fernando,4,2,3,4,3,0,0,3,1,1,6,0.693,0.742,376,2,ISO 27001,Risk Accepted,40,1,864,8,2.45,3.86,Low,Open
R03751,Third-Party risk affecting database,Potential third-party event may affect the database used by Information Technology.,Information Technology,Third-Party,Database,D. Senanayake,1,4,3,4,17,0,0,2,1,1,1,0.702,0.741,283,0,Local Privacy Law,Not Started,-49,0,782,4,1.19,0.47,Low,Overdue
R03752,Cybersecurity risk affecting endpoint fleet,Potential cybersecurity event may affect the endpoint fleet used by Operations.,Operations,Cybersecurity,Endpoint Fleet,A. Perera,3,4,3,5,15,0,1,0,0,0,6,0.752,0.725,207,2,ISO 27001,In Progress,140,0,79,12,2.97,3.37,Low,Open
R03753,Access Management risk affecting database,Potential access management event may affect the database used by Operations.,Operations,Access Management,Database,M. Wijesinghe,1,4,3,3,5,1,0,2,1,0,7,0.751,0.69,481,3,None,Implemented,-220,0,888,4,1.0,3.68,Low,Closed
R03754,Financial risk affecting erp system,Potential financial event may affect the erp system used by Legal.,Legal,Financial,ERP System,K. Fernando,1,2,2,3,9,1,1,2,1,0,5,0.731,0.588,17,0,GDPR,Not Started,20,0,864,2,0.54,1.67,Low,Open
R03755,Financial risk affecting payment system,Potential financial event may affect the payment system used by Sales.,Sales,Financial,Payment System,K. Fernando,2,3,3,3,8,2,0,6,0,0,1,0.69,0.656,152,1,NIST CSF,In Progress,153,0,195,6,1.86,2.0,Low,Open
R03756,Data Privacy risk affecting vendor service,Potential data privacy event may affect the vendor service used by Information Technology.,Information Technology,Data Privacy,Vendor Service,T. Karunaratne,2,3,4,3,18,1,0,1,2,1,3,0.615,0.838,358,3,GDPR,In Progress,31,0,260,6,2.31,4.37,Low,Open
R03757,Third-Party risk affecting hr platform,Potential third-party event may affect the hr platform used by Legal.,Legal,Third-Party,HR Platform,N. Silva,2,4,4,4,2,1,2,3,3,1,6,0.868,0.909,427,2,ISO 27001,Implemented,-228,0,672,8,1.06,3.14,Low,Closed
R03758,Business Continuity risk affecting hr platform,Potential business continuity event may affect the hr platform used by Customer Support.,Customer Support,Business Continuity,HR Platform,K. Fernando,4,4,2,2,2,1,0,2,0,0,6,0.487,0.513,284,3,None,In Progress,-87,0,343,16,8.2,11.28,High,Overdue
R03759,Access Management risk affecting cloud service,Potential access management event may affect the cloud service used by Procurement.,Procurement,Access Management,Cloud Service,A. Perera,3,4,2,2,9,3,0,1,2,0,1,0.807,0.803,479,1,Local Privacy Law,Risk Accepted,-126,1,508,12,2.31,4.19,Low,Open
R03760,Data Privacy risk affecting database,Potential data privacy event may affect the database used by Operations.,Operations,Data Privacy,Database,R. Gunawardena,3,3,3,5,9,3,1,1,6,0,4,0.672,0.655,70,1,GDPR,In Progress,-67,0,461,9,2.95,6.17,Medium,Overdue
R03761,Data Privacy risk affecting cloud service,Potential data privacy event may affect the cloud service used by Sales.,Sales,Data Privacy,Cloud Service,M. Wijesinghe,2,2,3,3,10,2,2,1,1,1,1,0.931,0.763,44,0,Local Privacy Law,Implemented,-287,0,824,4,0.28,3.77,Low,Closed
R03762,Financial risk affecting erp system,Potential financial event may affect the erp system used by Operations.,Operations,Financial,ERP System,A. Perera,2,2,3,2,2,2,0,0,2,0,6,0.245,0.261,318,3,ISO 27001,In Progress,-53,0,753,4,3.02,6.69,Medium,Overdue
R03763,Regulatory Compliance risk affecting vendor service,Potential regulatory compliance event may affect the vendor service used by Human Resources.,Human Resources,Regulatory Compliance,Vendor Service,D. Senanayake,2,2,3,4,2,1,0,1,3,1,1,0.952,0.969,101,1,SOX,Planned,-72,0,733,4,0.19,2.25,Low,Overdue
R03764,Access Management risk affecting vendor service,Potential access management event may affect the vendor service used by Human Resources.,Human Resources,Access Management,Vendor Service,S. Jayasinghe,2,4,2,3,2,1,0,0,2,1,4,0.769,0.805,480,1,GDPR,Implemented,-118,0,658,8,1.84,4.94,Low,Closed
R03765,Business Continuity risk affecting database,Potential business continuity event may affect the database used by Information Technology.,Information Technology,Business Continuity,Database,T. Karunaratne,2,3,2,2,12,3,5,5,0,0,7,0.466,0.485,84,3,None,Not Started,111,0,539,6,3.21,7.04,Medium,Open
R03766,Financial risk affecting erp system,Potential financial event may affect the erp system used by Information Technology.,Information Technology,Financial,ERP System,S. Jayasinghe,4,2,4,2,4,2,2,1,2,0,7,0.698,0.653,492,2,NIST CSF,Planned,-58,0,116,8,2.41,4.96,Low,Overdue
R03767,Data Privacy risk affecting database,Potential data privacy event may affect the database used by Information Technology.,Information Technology,Data Privacy,Database,A. Perera,4,4,4,5,6,2,0,2,0,0,2,0.621,0.776,328,3,PCI DSS,Implemented,-352,0,626,16,6.07,6.99,Medium,Closed
R03768,Operational risk affecting network infrastructure,Potential operational event may affect the network infrastructure used by Information Technology.,Information Technology,Operational,Network Infrastructure,T. Karunaratne,3,3,2,3,4,1,1,1,0,0,2,0.861,0.842,127,2,None,Implemented,21,0,751,9,1.25,1.66,Low,Closed
R03769,Financial risk affecting payment system,Potential financial event may affect the payment system used by Finance.,Finance,Financial,Payment System,N. Silva,3,3,4,4,7,1,1,0,2,0,1,0.887,0.979,413,0,GDPR,Implemented,-5,0,733,9,1.02,2.96,Low,Closed
R03770,Access Management risk affecting hr platform,Potential access management event may affect the hr platform used by Human Resources.,Human Resources,Access Management,HR Platform,D. Senanayake,4,3,5,2,2,1,0,1,1,0,3,0.796,0.76,83,1,None,Planned,189,0,243,12,2.45,4.04,Low,Open
